id,title,abstract,categories,cat_text,prepared_text
1310.0824,The Formation History of the Ultra-Faint Dwarf Galaxies,"We present early results from a Hubble Space Telescope survey of the ultra-faint dwarf galaxies. These Milky Way satellites were discovered in the Sloan Digital Sky Survey, and appear to be an extension of the classical dwarf spheroidals to low luminosities, offering a new front in the efforts to understand the missing satellite problem. Because they are the least luminous, most dark matter dominated, and least chemically evolved galaxies known, the ultra-faint dwarfs are the best candidate fossils from the early universe. The primary goal of the survey is to measure the star-formation histories of these galaxies and discern any synchronization due to the reionization of the universe. We find that the six galaxies of our survey have very similar star-formation histories, and that each is dominated by stars older than 12 Gyr.",astro-ph.CO astro-ph.GA,"Cosmology and Nongalactic Astrophysics, Astrophysics of Galaxies","The Formation History of the Ultra-Faint Dwarf Galaxies 
 We present early results from a Hubble Space Telescope survey of the ultra-faint dwarf galaxies. These Milky Way satellites were discovered in the Sloan Digital Sky Survey, and appear to be an extension of the classical dwarf spheroidals to low luminosities, offering a new front in the efforts to understand the missing satellite problem. Because they are the least luminous, most dark matter dominated, and least chemically evolved galaxies known, the ultra-faint dwarfs are the best candidate fossils from the early universe. The primary goal of the survey is to measure the star-formation histories of these galaxies and discern any synchronization due to the reionization of the universe. We find that the six galaxies of our survey have very similar star-formation histories, and that each is dominated by stars older than 12 Gyr."
2208.09369,Dynamical cluster masses from photometric surveys,"The masses of galaxy clusters can be measured using data obtained exclusively from wide photometric surveys in one of two ways: directly from the amplitude of the weak lensing signal or, indirectly, through the use of scaling relations calibrated using binned lensing measurements. In this paper, we build on a recently proposed idea and implement an alternative method based on the radial profile of the satellite distribution. This technique relies on splashback, a feature associated with the apocenter of recently accreted galaxies that offers a clear window into the phase-space structure of clusters without the use of velocity information. We carry out this dynamical measurement using the stacked satellite distribution around a sample of luminous red galaxies in the fourth data release of the Kilo-Degree Survey and validate our results using abundance-matching and lensing masses. To illustrate the power of this measurement, we combine dynamical and lensing mass estimates to robustly constrain scalar-tensor theories of gravity at cluster scales. Our results exclude departures from General Relativity of order unity. We conclude the paper by discussing the implications for future data sets. Because splashback mass measurements scale only with the survey volume, stage-IV photometric surveys are well-positioned to use splashback to provide high-redshift cluster masses.",astro-ph.CO,Cosmology and Nongalactic Astrophysics,"Dynamical cluster masses from photometric surveys 
 The masses of galaxy clusters can be measured using data obtained exclusively from wide photometric surveys in one of two ways: directly from the amplitude of the weak lensing signal or, indirectly, through the use of scaling relations calibrated using binned lensing measurements. In this paper, we build on a recently proposed idea and implement an alternative method based on the radial profile of the satellite distribution. This technique relies on splashback, a feature associated with the apocenter of recently accreted galaxies that offers a clear window into the phase-space structure of clusters without the use of velocity information. We carry out this dynamical measurement using the stacked satellite distribution around a sample of luminous red galaxies in the fourth data release of the Kilo-Degree Survey and validate our results using abundance-matching and lensing masses. To illustrate the power of this measurement, we combine dynamical and lensing mass estimates to robustly constrain scalar-tensor theories of gravity at cluster scales. Our results exclude departures from General Relativity of order unity. We conclude the paper by discussing the implications for future data sets. Because splashback mass measurements scale only with the survey volume, stage-IV photometric surveys are well-positioned to use splashback to provide high-redshift cluster masses."
2011.06904,Galaxy clusters as intrinsic alignment tracers: present and future,"Galaxies and clusters embedded in the large-scale structure of the Universe are observed to align in preferential directions. Galaxy alignment has been established as a potential probe for cosmological information, but the application of cluster alignments for these purposes remains unexplored. Clusters are observed to have a higher alignment amplitude than galaxies, but because galaxies are much more numerous, the trade-off in detectability between the two signals remains unclear. We present forecasts comparing cluster and galaxy alignments for two extragalactic survey set-ups: a currently-available low redshift survey (SDSS) and an upcoming higher redshift survey (LSST). For SDSS, we rely on the publicly available redMaPPer catalogue to describe the cluster sample. For LSST, we perform estimations of the expected number counts while we extrapolate the alignment measurements from SDSS. Clusters in SDSS have typically higher alignment signal-to-noise than galaxies. For LSST, the cluster alignment signals quickly wash out with redshift due to a relatively low number count and a decreasing alignment amplitude. Nevertheless, a potential strong-suit of clusters is in their interplay with weak lensing: intrinsic alignments can be more easily isolated for clusters than for galaxies. The signal-to-noise of cluster alignment can in general be improved by isolating close pairs along the line of sight.",astro-ph.CO,Cosmology and Nongalactic Astrophysics,"Galaxy clusters as intrinsic alignment tracers: present and future 
 Galaxies and clusters embedded in the large-scale structure of the Universe are observed to align in preferential directions. Galaxy alignment has been established as a potential probe for cosmological information, but the application of cluster alignments for these purposes remains unexplored. Clusters are observed to have a higher alignment amplitude than galaxies, but because galaxies are much more numerous, the trade-off in detectability between the two signals remains unclear. We present forecasts comparing cluster and galaxy alignments for two extragalactic survey set-ups: a currently-available low redshift survey (SDSS) and an upcoming higher redshift survey (LSST). For SDSS, we rely on the publicly available redMaPPer catalogue to describe the cluster sample. For LSST, we perform estimations of the expected number counts while we extrapolate the alignment measurements from SDSS. Clusters in SDSS have typically higher alignment signal-to-noise than galaxies. For LSST, the cluster alignment signals quickly wash out with redshift due to a relatively low number count and a decreasing alignment amplitude. Nevertheless, a potential strong-suit of clusters is in their interplay with weak lensing: intrinsic alignments can be more easily isolated for clusters than for galaxies. The signal-to-noise of cluster alignment can in general be improved by isolating close pairs along the line of sight."
2306.12956,Pauli blocking effects on pair creation in strong electric field,"The process of electron-positron pair creation and oscillation in uniform electric field is studied, taking into account Pauli exclusion principle. Generally, we find that pair creation is suppressed, hence coherent oscillations occur on longer time scales. Considering pair creation in already existing electron-positron plasma we find that the dynamics depends on pair distribution function. We considered Fermi-Dirac distribution of pairs and found that for small temperatures pair creation is suppressed, while for small chemical potentials it increases: heating leads to enhancement of pair creation.",physics.plasm-ph astro-ph.CO astro-ph.HE,"Plasma Physics, Cosmology and Nongalactic Astrophysics, High Energy Astrophysical Phenomena","Pauli blocking effects on pair creation in strong electric field 
 The process of electron-positron pair creation and oscillation in uniform electric field is studied, taking into account Pauli exclusion principle. Generally, we find that pair creation is suppressed, hence coherent oscillations occur on longer time scales. Considering pair creation in already existing electron-positron plasma we find that the dynamics depends on pair distribution function. We considered Fermi-Dirac distribution of pairs and found that for small temperatures pair creation is suppressed, while for small chemical potentials it increases: heating leads to enhancement of pair creation."
1604.05323,Measuring galaxy environment with the synergy of future photometric and   spectroscopic surveys,"We exploit the synergy between low-resolution spectroscopy and photometric redshifts to study environmental effects on galaxy evolution in slitless spectroscopic surveys from space. As a test case, we consider the future Euclid Deep survey (~40deg$^2$), which combines a slitless spectroscopic survey limited at H$\alpha$ flux $\geq5\times 10^{-17}$ erg cm$^{-2}$ s$^{-1}$ and a photometric survey limited in H-band ($H\leq26$). We use Euclid-like galaxy mock catalogues, in which we anchor the photometric redshifts to the 3D galaxy distribution of the available spectroscopic redshifts. We then estimate the local density contrast by counting objects in cylindrical cells with radius from 1 to 10 h$^{-1}$Mpc over the redshift range 0.9<z<1.8. We compare this density field with the one computed in a mock catalogue with the same depth as the Euclid Deep survey (H=26) but without redshift measurement errors. We find that our method successfully separates high from low density environments (the last from the first quintile of the density distribution), with higher efficiency at low redshift and large cell: the fraction of low density regions mistaken by high density peaks is <1% for all scales and redshifts explored, but for scales of 1 h$^{-1}$Mpc for which is a few percent. These results show that we can efficiently study environment in photometric samples if spectroscopic information is available for a smaller sample of objects that sparsely samples the same volume. We demonstrate that these studies are possible in the Euclid Deep survey, i.e. in a redshift range in which environmental effects are different from those observed in the local universe, hence providing new constraints for galaxy evolution models.",astro-ph.GA astro-ph.CO,"Astrophysics of Galaxies, Cosmology and Nongalactic Astrophysics","Measuring galaxy environment with the synergy of future photometric and   spectroscopic surveys 
 We exploit the synergy between low-resolution spectroscopy and photometric redshifts to study environmental effects on galaxy evolution in slitless spectroscopic surveys from space. As a test case, we consider the future Euclid Deep survey (~40deg$^2$), which combines a slitless spectroscopic survey limited at H$\alpha$ flux $\geq5\times 10^{-17}$ erg cm$^{-2}$ s$^{-1}$ and a photometric survey limited in H-band ($H\leq26$). We use Euclid-like galaxy mock catalogues, in which we anchor the photometric redshifts to the 3D galaxy distribution of the available spectroscopic redshifts. We then estimate the local density contrast by counting objects in cylindrical cells with radius from 1 to 10 h$^{-1}$Mpc over the redshift range 0.9<z<1.8. We compare this density field with the one computed in a mock catalogue with the same depth as the Euclid Deep survey (H=26) but without redshift measurement errors. We find that our method successfully separates high from low density environments (the last from the first quintile of the density distribution), with higher efficiency at low redshift and large cell: the fraction of low density regions mistaken by high density peaks is <1% for all scales and redshifts explored, but for scales of 1 h$^{-1}$Mpc for which is a few percent. These results show that we can efficiently study environment in photometric samples if spectroscopic information is available for a smaller sample of objects that sparsely samples the same volume. We demonstrate that these studies are possible in the Euclid Deep survey, i.e. in a redshift range in which environmental effects are different from those observed in the local universe, hence providing new constraints for galaxy evolution models."
2307.11835,Towards Quantifying the Impact of Triaxiality on Optical Signatures of   Galaxy Clusters: Weak Lensing and Galaxy Distributions,"We present observational evidence of the impact of triaxiality on radial profiles that extend to 40~Mpc from galaxy cluster centres in optical measurements. We perform a stacked profile analysis from a sample of thousands of nearly relaxed galaxy clusters from public data releases of the Dark Energy Survey (DES) and the Dark Energy Camera Legacy Survey (DECaLS). Using the central galaxy elliptical orientation angle as a proxy for galaxy cluster orientation, we measure cluster weak lensing and excess galaxy density axis-aligned profiles, extracted along the central galaxy's major or minor axes on the plane-of-the-sky. Our measurements show a $\gtrsim2-3\sigma$ difference per radial bin between the normalized axis-aligned profiles. The profile difference between each axis-aligned profile and the azimuthally averaged profile ($\sim\pm10-20\%$ along major/minor axis) appears inside the clusters ($\sim0.4$ Mpc) and extends to the large-scale structure regime ($\sim10-20$ Mpc). The magnitude of the difference appears to be relatively insensitive to cluster richness and redshift, and extends further out in the weak lensing surface mass density than in the galaxy overdensity. Looking forward, this measurement can easily be applied to other observational or simulation datasets and can inform the systematics in cluster mass modeling related to triaxiality. We expect imminent upcoming wide-area deep surveys, such as the Vera C. Rubin Observatory's Legacy Survey of Space and Time (LSST), to improve our quantification of optical signatures of cluster triaxiality.",astro-ph.CO,Cosmology and Nongalactic Astrophysics,"Towards Quantifying the Impact of Triaxiality on Optical Signatures of   Galaxy Clusters: Weak Lensing and Galaxy Distributions 
 We present observational evidence of the impact of triaxiality on radial profiles that extend to 40~Mpc from galaxy cluster centres in optical measurements. We perform a stacked profile analysis from a sample of thousands of nearly relaxed galaxy clusters from public data releases of the Dark Energy Survey (DES) and the Dark Energy Camera Legacy Survey (DECaLS). Using the central galaxy elliptical orientation angle as a proxy for galaxy cluster orientation, we measure cluster weak lensing and excess galaxy density axis-aligned profiles, extracted along the central galaxy's major or minor axes on the plane-of-the-sky. Our measurements show a $\gtrsim2-3\sigma$ difference per radial bin between the normalized axis-aligned profiles. The profile difference between each axis-aligned profile and the azimuthally averaged profile ($\sim\pm10-20\%$ along major/minor axis) appears inside the clusters ($\sim0.4$ Mpc) and extends to the large-scale structure regime ($\sim10-20$ Mpc). The magnitude of the difference appears to be relatively insensitive to cluster richness and redshift, and extends further out in the weak lensing surface mass density than in the galaxy overdensity. Looking forward, this measurement can easily be applied to other observational or simulation datasets and can inform the systematics in cluster mass modeling related to triaxiality. We expect imminent upcoming wide-area deep surveys, such as the Vera C. Rubin Observatory's Legacy Survey of Space and Time (LSST), to improve our quantification of optical signatures of cluster triaxiality."
1502.01009,Non-local bispectra from super cosmic variance,"We present examples of non-Gaussian statistics that can induce bispectra matching local and non-local (including equilateral) templates in biased sub-volumes. We find cases where the biasing from coupling to long wavelength modes affects only the power spectrum, only the bispectrum or both. Our results suggest that ruling out multi-field scenarios is quite difficult: some measurements of the scalar correlations, including the shape of the bispectrum, can be consistent with single-clock predictions even when cosmic variance from super-horizon modes is at work. Furthermore, if observations of the density perturbations rule out single-clock inflation, we will face a serious cosmic variance obstacle in drawing any further conclusions about the particle physics origin of the scalar fluctuations.",astro-ph.CO,Cosmology and Nongalactic Astrophysics,"Non-local bispectra from super cosmic variance 
 We present examples of non-Gaussian statistics that can induce bispectra matching local and non-local (including equilateral) templates in biased sub-volumes. We find cases where the biasing from coupling to long wavelength modes affects only the power spectrum, only the bispectrum or both. Our results suggest that ruling out multi-field scenarios is quite difficult: some measurements of the scalar correlations, including the shape of the bispectrum, can be consistent with single-clock predictions even when cosmic variance from super-horizon modes is at work. Furthermore, if observations of the density perturbations rule out single-clock inflation, we will face a serious cosmic variance obstacle in drawing any further conclusions about the particle physics origin of the scalar fluctuations."
2308.14805,Precision MARS Mass Reconstruction of Abell 2744: Synergizing the   Largest Strong Lensing and Densest Weak Lensing Datasets from JWST,"We present a new high-resolution free-form mass model of Abell 2744, combining both weak-lensing (WL) and strong-lensing (SL) datasets from JWST. The SL dataset comprises 286 multiple images, presenting the most extensive SL constraint to date for a single cluster. The WL dataset, employing photo-$z$ selection, yields a source density of ~ 350 arcmin$^{-2}$, marking the densest WL constraint ever. The combined mass reconstruction enables the highest-resolution mass map of Abell 2744 within the ~ 1.8 Mpc$\times$1.8 Mpc reconstruction region to date, revealing an isosceles triangular structure with two legs of ~ 1 Mpc and a base of ~ 0.6 Mpc. Although our algorithm MAximum-entropy ReconStruction (${\tt MARS}$) is entirely blind to the cluster galaxy distribution, the resulting mass reconstruction remarkably well traces the brightest cluster galaxies with the five strongest mass peaks coinciding with the five most luminous cluster galaxies within $\lesssim 2''$. We do not detect any unusual mass peaks that are not traced by the cluster galaxies, unlike the findings in previous studies. Our mass model shows the smallest scatters of SL multiple images in both source (~0"".05) and image (~0"".1) planes, which are lower than the previous studies by a factor of ~ 4. Although ${\tt MARS}$ represents the mass field with an extremely large number of ~ 300,000 free parameters, it converges to a solution within a few hours thanks to our utilization of the deep learning technique. We make our mass and magnification maps publicly available.",astro-ph.GA astro-ph.CO,"Astrophysics of Galaxies, Cosmology and Nongalactic Astrophysics","Precision MARS Mass Reconstruction of Abell 2744: Synergizing the   Largest Strong Lensing and Densest Weak Lensing Datasets from JWST 
 We present a new high-resolution free-form mass model of Abell 2744, combining both weak-lensing (WL) and strong-lensing (SL) datasets from JWST. The SL dataset comprises 286 multiple images, presenting the most extensive SL constraint to date for a single cluster. The WL dataset, employing photo-$z$ selection, yields a source density of ~ 350 arcmin$^{-2}$, marking the densest WL constraint ever. The combined mass reconstruction enables the highest-resolution mass map of Abell 2744 within the ~ 1.8 Mpc$\times$1.8 Mpc reconstruction region to date, revealing an isosceles triangular structure with two legs of ~ 1 Mpc and a base of ~ 0.6 Mpc. Although our algorithm MAximum-entropy ReconStruction (${\tt MARS}$) is entirely blind to the cluster galaxy distribution, the resulting mass reconstruction remarkably well traces the brightest cluster galaxies with the five strongest mass peaks coinciding with the five most luminous cluster galaxies within $\lesssim 2''$. We do not detect any unusual mass peaks that are not traced by the cluster galaxies, unlike the findings in previous studies. Our mass model shows the smallest scatters of SL multiple images in both source (~0"".05) and image (~0"".1) planes, which are lower than the previous studies by a factor of ~ 4. Although ${\tt MARS}$ represents the mass field with an extremely large number of ~ 300,000 free parameters, it converges to a solution within a few hours thanks to our utilization of the deep learning technique. We make our mass and magnification maps publicly available."
1810.10557,The COSMOS-UltraVISTA stellar-to-halo mass relationship: new insights on   galaxy formation efficiency out to $z\sim5$,Using precise galaxy stellar mass function measurements in the COSMOS field we determine the stellar-to-halo mass relationship (SHMR) using a parametric abundance matching technique. The unique combination of size and highly complete stellar mass estimates in COSMOS allows us to determine the SHMR over a wide range of halo masses from $z\sim0.2$ to $z\sim5$. At $z\sim 0.2$ the ratio of stellar-to-halo mass content peaks at a characteristic halo mass $M_{\rm h} =10^{12} M_\odot$ and declines at higher and lower halo masses. This characteristic halo mass increases with redshift reaching $M_{\rm h} =10^{12.5} M_\odot$ at $z\sim2.3$ and remaining flat up to $z=4$. We considered the principal sources of uncertainty in our stellar mass measurements and also the variation in halo mass estimates in the literature. We show that our results are robust to these sources of uncertainty and explore likely explanation for differences between our results and those published in the literature. The steady increase in characteristic halo mass with redshift points to a scenario where cold gas inflows become progressively more important in driving star-formation at high redshifts but larger samples of massive galaxies are needed to rigorously test this hypothesis.,astro-ph.GA astro-ph.CO,"Astrophysics of Galaxies, Cosmology and Nongalactic Astrophysics","The COSMOS-UltraVISTA stellar-to-halo mass relationship: new insights on   galaxy formation efficiency out to $z\sim5$ 
 Using precise galaxy stellar mass function measurements in the COSMOS field we determine the stellar-to-halo mass relationship (SHMR) using a parametric abundance matching technique. The unique combination of size and highly complete stellar mass estimates in COSMOS allows us to determine the SHMR over a wide range of halo masses from $z\sim0.2$ to $z\sim5$. At $z\sim 0.2$ the ratio of stellar-to-halo mass content peaks at a characteristic halo mass $M_{\rm h} =10^{12} M_\odot$ and declines at higher and lower halo masses. This characteristic halo mass increases with redshift reaching $M_{\rm h} =10^{12.5} M_\odot$ at $z\sim2.3$ and remaining flat up to $z=4$. We considered the principal sources of uncertainty in our stellar mass measurements and also the variation in halo mass estimates in the literature. We show that our results are robust to these sources of uncertainty and explore likely explanation for differences between our results and those published in the literature. The steady increase in characteristic halo mass with redshift points to a scenario where cold gas inflows become progressively more important in driving star-formation at high redshifts but larger samples of massive galaxies are needed to rigorously test this hypothesis."
1004.3302,Non-Gaussianity and large-scale structure in a two-field inflationary   model,"Single field inflationary models predict nearly Gaussian initial conditions and hence a detection of non-Gaussianity would be a signature of the more complex inflationary scenarios. In this paper we study the effect on the cosmic microwave background and on large scale structure from primordial non-Gaussianity in a two-field inflationary model in which both the inflaton and curvaton contribute to the density perturbations. We show that in addition to the previously described enhancement of the galaxy bias on large scales, this setup results in large-scale stochasticity. We provide joint constraints on the local non-Gaussianity parameter $\tilde f_{\rm NL}$ and the ratio $\xi$ of the amplitude of primordial perturbations due to the inflaton and curvaton using WMAP and SDSS data.",astro-ph.CO,Cosmology and Nongalactic Astrophysics,"Non-Gaussianity and large-scale structure in a two-field inflationary   model 
 Single field inflationary models predict nearly Gaussian initial conditions and hence a detection of non-Gaussianity would be a signature of the more complex inflationary scenarios. In this paper we study the effect on the cosmic microwave background and on large scale structure from primordial non-Gaussianity in a two-field inflationary model in which both the inflaton and curvaton contribute to the density perturbations. We show that in addition to the previously described enhancement of the galaxy bias on large scales, this setup results in large-scale stochasticity. We provide joint constraints on the local non-Gaussianity parameter $\tilde f_{\rm NL}$ and the ratio $\xi$ of the amplitude of primordial perturbations due to the inflaton and curvaton using WMAP and SDSS data."
1512.06831,On the EFT of Large Scale Structures in Redshift Space,"We further develop the description of redshift space distortions within the Effective Field Theory of Large Scale Structures. First, we generalize the counterterms to include the effect of baryonic physics and primordial non-Gaussianity. Second, we evaluate the IR-resummation of the dark matter power spectrum in redshift space. This requires us to identify a controlled approximation that makes the numerical evaluation straightforward and efficient. Third, we compare the predictions of the theory at one loop with the power spectrum from numerical simulations up to $\ell=6$. We find that the IR-resummation allows us to correctly reproduce the BAO peak. The $k$-reach, or equivalently the precision for a given $k$, depends on additional counterterms that need to be matched to simulations. Since the non-linear scale for the velocity is expected to be longer than the one for the overdensity, we consider a minimal and a non-minimal set of counterterms. The quality of our numerical data makes it hard to firmly establish the performance of the theory at high wavenumbers. Within this limitation, we find that the theory at redshift $z=0.56$ and up to $\ell=2$ matches the data to percent level approximately up to $k \sim 0.13 \, h { \rm Mpc^{-1}}$ or $k \sim 0.18 \, h { \rm Mpc^{-1}}$, depending on the number of counterterms used, with potentially large improvement over former analytical techniques.",astro-ph.CO gr-qc hep-ph hep-th,"Cosmology and Nongalactic Astrophysics, General Relativity and Quantum Cosmology, High Energy Physics - Phenomenology, High Energy Physics - Theory","On the EFT of Large Scale Structures in Redshift Space 
 We further develop the description of redshift space distortions within the Effective Field Theory of Large Scale Structures. First, we generalize the counterterms to include the effect of baryonic physics and primordial non-Gaussianity. Second, we evaluate the IR-resummation of the dark matter power spectrum in redshift space. This requires us to identify a controlled approximation that makes the numerical evaluation straightforward and efficient. Third, we compare the predictions of the theory at one loop with the power spectrum from numerical simulations up to $\ell=6$. We find that the IR-resummation allows us to correctly reproduce the BAO peak. The $k$-reach, or equivalently the precision for a given $k$, depends on additional counterterms that need to be matched to simulations. Since the non-linear scale for the velocity is expected to be longer than the one for the overdensity, we consider a minimal and a non-minimal set of counterterms. The quality of our numerical data makes it hard to firmly establish the performance of the theory at high wavenumbers. Within this limitation, we find that the theory at redshift $z=0.56$ and up to $\ell=2$ matches the data to percent level approximately up to $k \sim 0.13 \, h { \rm Mpc^{-1}}$ or $k \sim 0.18 \, h { \rm Mpc^{-1}}$, depending on the number of counterterms used, with potentially large improvement over former analytical techniques."
1811.02379,First Cosmology Results using Type Ia Supernova from the Dark Energy   Survey: Simulations to Correct Supernova Distance Biases,"We describe catalog-level simulations of Type Ia supernova (SN~Ia) light curves in the Dark Energy Survey Supernova Program (DES-SN), and in low-redshift samples from the Center for Astrophysics (CfA) and the Carnegie Supernova Project (CSP). These simulations are used to model biases from selection effects and light curve analysis, and to determine bias corrections for SN~Ia distance moduli that are used to measure cosmological parameters. To generate realistic light curves, the simulation uses a detailed SN~Ia model, incorporates information from observations (PSF, sky noise, zero point), and uses summary information (e.g., detection efficiency vs. signal to noise ratio) based on 10,000 fake SN light curves whose fluxes were overlaid on images and processed with our analysis pipelines. The quality of the simulation is illustrated by predicting distributions observed in the data. Averaging within redshift bins, we find distance modulus biases up to 0.05~mag over the redshift ranges of the low-z and DES-SN samples. For individual events, particularly those with extreme red or blue color, distance biases can reach 0.4~mag. Therefore, accurately determining bias corrections is critical for precision measurements of cosmological parameters. Files used to make these corrections are available at https://des.ncsa.illinois.edu/releases/sn.",astro-ph.CO astro-ph.IM,"Cosmology and Nongalactic Astrophysics, Instrumentation and Methods for Astrophysics","First Cosmology Results using Type Ia Supernova from the Dark Energy   Survey: Simulations to Correct Supernova Distance Biases 
 We describe catalog-level simulations of Type Ia supernova (SN~Ia) light curves in the Dark Energy Survey Supernova Program (DES-SN), and in low-redshift samples from the Center for Astrophysics (CfA) and the Carnegie Supernova Project (CSP). These simulations are used to model biases from selection effects and light curve analysis, and to determine bias corrections for SN~Ia distance moduli that are used to measure cosmological parameters. To generate realistic light curves, the simulation uses a detailed SN~Ia model, incorporates information from observations (PSF, sky noise, zero point), and uses summary information (e.g., detection efficiency vs. signal to noise ratio) based on 10,000 fake SN light curves whose fluxes were overlaid on images and processed with our analysis pipelines. The quality of the simulation is illustrated by predicting distributions observed in the data. Averaging within redshift bins, we find distance modulus biases up to 0.05~mag over the redshift ranges of the low-z and DES-SN samples. For individual events, particularly those with extreme red or blue color, distance biases can reach 0.4~mag. Therefore, accurately determining bias corrections is critical for precision measurements of cosmological parameters. Files used to make these corrections are available at https://des.ncsa.illinois.edu/releases/sn."
1901.04614,Multiverse Predictions for Habitability: The Number of Stars and their   Properties,"In a multiverse setting, we expect to be situated in a universe that is exceptionally good at producing life. Though the conditions for what life needs to arise and thrive are currently unknown, many will be tested in the coming decades. Here we investigate several different habitability criteria, and their influence on multiverse expectations: Does complex life need photosynthesis? Is there a minimum timescale necessary for development? Can life arise on tidally locked planets? Are convective stars habitable? Variously adopting different stances on each of these criteria can alter whether our observed values of the fine structure constant, the electron to proton mass ratio, and the strength of gravity are typical to high significance. This serves as a way of generating predictions for the requirements of life that can be tested with future observations, any of which could falsify the multiverse scenario.",astro-ph.CO astro-ph.EP,"Cosmology and Nongalactic Astrophysics, Earth and Planetary Astrophysics","Multiverse Predictions for Habitability: The Number of Stars and their   Properties 
 In a multiverse setting, we expect to be situated in a universe that is exceptionally good at producing life. Though the conditions for what life needs to arise and thrive are currently unknown, many will be tested in the coming decades. Here we investigate several different habitability criteria, and their influence on multiverse expectations: Does complex life need photosynthesis? Is there a minimum timescale necessary for development? Can life arise on tidally locked planets? Are convective stars habitable? Variously adopting different stances on each of these criteria can alter whether our observed values of the fine structure constant, the electron to proton mass ratio, and the strength of gravity are typical to high significance. This serves as a way of generating predictions for the requirements of life that can be tested with future observations, any of which could falsify the multiverse scenario."
1704.06267,"Investigating the Unification of LOFAR-detected powerful AGN in the   Bo\""otes Field","Low radio frequency surveys are important for testing unified models of radio-loud quasars and radio galaxies. Intrinsically similar sources that are randomly oriented on the sky will have different projected linear sizes. Measuring the projected linear sizes of these sources provides an indication of their orientation. Steep-spectrum isotropic radio emission allows for orientation-free sample selection at low radio frequencies. We use a new radio survey of the Bo\""otes field at 150 MHz made with the Low Frequency Array (LOFAR) to select a sample of radio sources. We identify 44 radio galaxies and 16 quasars with powers $P>10^{25.5}$ W Hz$^{-1}$ at 150 MHz using cross-matched multi-wavelength information from the AGN and Galaxy Evolution Survey (AGES), which provides spectroscopic redshifts. We find that LOFAR-detected radio sources with steep spectra have projected linear sizes that are on average 4.4$\pm$1.4 larger than those with flat spectra. The projected linear sizes of radio galaxies are on average 3.1$\pm$1.0 larger than those of quasars (2.0$\pm$0.3 after correcting for redshift evolution). Combining these results with three previous surveys, we find that the projected linear sizes of radio galaxies and quasars depend on redshift but not on power. The projected linear size ratio does not correlate with either parameter. The LOFAR data is consistent within the uncertainties with theoretical predictions of the correlation between the quasar fraction and linear size ratio, based on an orientation-based unification scheme.",astro-ph.GA astro-ph.CO,"Astrophysics of Galaxies, Cosmology and Nongalactic Astrophysics","Investigating the Unification of LOFAR-detected powerful AGN in the   Bo\""otes Field 
 Low radio frequency surveys are important for testing unified models of radio-loud quasars and radio galaxies. Intrinsically similar sources that are randomly oriented on the sky will have different projected linear sizes. Measuring the projected linear sizes of these sources provides an indication of their orientation. Steep-spectrum isotropic radio emission allows for orientation-free sample selection at low radio frequencies. We use a new radio survey of the Bo\""otes field at 150 MHz made with the Low Frequency Array (LOFAR) to select a sample of radio sources. We identify 44 radio galaxies and 16 quasars with powers $P>10^{25.5}$ W Hz$^{-1}$ at 150 MHz using cross-matched multi-wavelength information from the AGN and Galaxy Evolution Survey (AGES), which provides spectroscopic redshifts. We find that LOFAR-detected radio sources with steep spectra have projected linear sizes that are on average 4.4$\pm$1.4 larger than those with flat spectra. The projected linear sizes of radio galaxies are on average 3.1$\pm$1.0 larger than those of quasars (2.0$\pm$0.3 after correcting for redshift evolution). Combining these results with three previous surveys, we find that the projected linear sizes of radio galaxies and quasars depend on redshift but not on power. The projected linear size ratio does not correlate with either parameter. The LOFAR data is consistent within the uncertainties with theoretical predictions of the correlation between the quasar fraction and linear size ratio, based on an orientation-based unification scheme."
1202.2853,Special and General Relativistic Effects in Galactic Rotation Curves,"The observed flat rotation curves of galaxies require either the presence of dark matter in Newtonian gravitational potentials or a significant modification to the theory of gravity at galactic scales. Detecting relativistic Doppler shifts and gravitational effects in the rotation curves offers a tool for distinguishing between predictions of gravity theories that modify the inertia of particles and those that modify the field equations. These higher-order effects also allow us in principle, to test whether dark matter particles obey the equivalence principle. We calculate here the magnitudes of the relativistic Doppler and gravitational shifts expected in realistic models of galaxies in a general metric theory of gravity. We identify a number of observable quantities that measure independently the special- and general-relativistic effects in each galaxy and suggest that both effects might be detected in a statistical sense by combining appropriately the rotation curves of a large number of galaxies.",astro-ph.GA astro-ph.CO gr-qc,"Astrophysics of Galaxies, Cosmology and Nongalactic Astrophysics, General Relativity and Quantum Cosmology","Special and General Relativistic Effects in Galactic Rotation Curves 
 The observed flat rotation curves of galaxies require either the presence of dark matter in Newtonian gravitational potentials or a significant modification to the theory of gravity at galactic scales. Detecting relativistic Doppler shifts and gravitational effects in the rotation curves offers a tool for distinguishing between predictions of gravity theories that modify the inertia of particles and those that modify the field equations. These higher-order effects also allow us in principle, to test whether dark matter particles obey the equivalence principle. We calculate here the magnitudes of the relativistic Doppler and gravitational shifts expected in realistic models of galaxies in a general metric theory of gravity. We identify a number of observable quantities that measure independently the special- and general-relativistic effects in each galaxy and suggest that both effects might be detected in a statistical sense by combining appropriately the rotation curves of a large number of galaxies."
